_org_class,_org_name,study_count,_pct,_cumm_pct
OTHER,University Medical Center Goettingen,5,5.661103688775163e-05,0.8600575168134966
OTHER,Zhengzhou University,5,5.661103688775163e-05,0.8601141278503843
UNKNOWN,CosmoTech,5,5.661103688775163e-05,0.860170738887272
INDUSTRY,MCM Vaccines B.V.,5,5.661103688775163e-05,0.8602273499241597
INDUSTRY,Roxall Medizin,5,5.661103688775163e-05,0.8602839609610474
OTHER,Frederiksberg University Hospital,5,5.661103688775163e-05,0.8603405719979351
INDUSTRY,Adapt Produtos Oftalmológicos Ltda.,5,5.661103688775163e-05,0.8603971830348228
OTHER,Centre Hospitalier Universitaire de la Réunion,5,5.661103688775163e-05,0.8604537940717105
INDUSTRY,"Kura Oncology, Inc.",5,5.661103688775163e-05,0.8605104051085982
INDUSTRY,"Santalis Pharmaceuticals, Inc.",5,5.661103688775163e-05,0.8605670161454859
OTHER,Chestnut Health Systems,5,5.661103688775163e-05,0.8606236271823736
INDUSTRY,Savient Pharmaceuticals,5,5.661103688775163e-05,0.8606802382192613
INDUSTRY,Rovi Pharmaceuticals Laboratories,5,5.661103688775163e-05,0.860736849256149
INDUSTRY,"Nanjing Sanhome Pharmaceutical, Co., Ltd.",5,5.661103688775163e-05,0.8607934602930367
INDUSTRY,PepTonic Medical AB,5,5.661103688775163e-05,0.8608500713299244
OTHER,Woman's,5,5.661103688775163e-05,0.8609066823668121
INDUSTRY,Angiochem Inc,5,5.661103688775163e-05,0.8609632934036998
INDUSTRY,Light Sciences Oncology,5,5.661103688775163e-05,0.8610199044405875
OTHER,Science Valley Research Institute,5,5.661103688775163e-05,0.8610765154774752
INDUSTRY,"Sichuan Kelun Pharmaceutical Research Institute Co., Ltd.",5,5.661103688775163e-05,0.8611331265143629
INDUSTRY,NOXXON Pharma AG,5,5.661103688775163e-05,0.8611897375512506
OTHER,Chiba University,5,5.661103688775163e-05,0.8612463485881383
OTHER,Institut fuer anwendungsorientierte Forschung und klinische Studien GmbH,5,5.661103688775163e-05,0.861302959625026
OTHER,Universidade Estadual Paulista Júlio de Mesquita Filho,5,5.661103688775163e-05,0.8613595706619137
OTHER,University Rovira i Virgili,5,5.661103688775163e-05,0.8614161816988014
INDUSTRY,"pico-tesla Magnetic Therapies, LLC",5,5.661103688775163e-05,0.8614727927356891
OTHER,CMC Ambroise Paré,5,5.661103688775163e-05,0.8615294037725768
OTHER,Fundació Institut Germans Trias i Pujol,5,5.661103688775163e-05,0.8615860148094645
INDUSTRY,Benuvia Therapeutics Inc.,5,5.661103688775163e-05,0.8616426258463522
INDUSTRY,"MEI Pharma, Inc.",5,5.661103688775163e-05,0.8616992368832399
INDUSTRY,"Momenta Pharmaceuticals, Inc.",5,5.661103688775163e-05,0.8617558479201276
INDUSTRY,"Matinas BioPharma Nanotechnologies, Inc.",5,5.661103688775163e-05,0.8618124589570153
OTHER,University of Catania,5,5.661103688775163e-05,0.861869069993903
OTHER,Lithuanian University of Health Sciences,5,5.661103688775163e-05,0.8619256810307907
INDUSTRY,"MEDRx USA, Inc.",5,5.661103688775163e-05,0.8619822920676784
INDUSTRY,Effector Therapeutics,5,5.661103688775163e-05,0.8620389031045661
OTHER,Hospital Italiano de Buenos Aires,5,5.661103688775163e-05,0.8620955141414538
OTHER,Avera McKennan Hospital & University Health Center,5,5.661103688775163e-05,0.8621521251783415
OTHER,University of South Carolina,5,5.661103688775163e-05,0.8622087362152292
INDUSTRY,"Foresee Pharmaceuticals Co., Ltd.",5,5.661103688775163e-05,0.8622653472521169
INDUSTRY,"Tenax Therapeutics, Inc.",5,5.661103688775163e-05,0.8623219582890046
INDUSTRY,Novaliq GmbH,5,5.661103688775163e-05,0.8623785693258923
INDUSTRY,Croma-Pharma GmbH,5,5.661103688775163e-05,0.86243518036278
NETWORK,Societa Italiana di Chirurgia ColoRettale,5,5.661103688775163e-05,0.8624917913996677
OTHER,University of Luebeck,5,5.661103688775163e-05,0.8625484024365554
INDUSTRY,Tetra Bio-Pharma,5,5.661103688775163e-05,0.8626050134734431
INDUSTRY,Icagen,5,5.661103688775163e-05,0.8626616245103308
OTHER,"National University Health System, Singapore",5,5.661103688775163e-05,0.8627182355472185
INDUSTRY,"IVERIC bio, Inc.",5,5.661103688775163e-05,0.8627748465841062
OTHER,Queen's Medical Center,5,5.661103688775163e-05,0.8628314576209939
INDUSTRY,"Criterium, Inc.",5,5.661103688775163e-05,0.8628880686578816
OTHER,Hanyang University Seoul Hospital,5,5.661103688775163e-05,0.8629446796947693
OTHER,The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,5,5.661103688775163e-05,0.863001290731657
INDUSTRY,ICON Bioscience Inc,5,5.661103688775163e-05,0.8630579017685447
OTHER,Henry M. Jackson Foundation for the Advancement of Military Medicine,5,5.661103688775163e-05,0.8631145128054324
NIH,National Center for Research Resources (NCRR),5,5.661103688775163e-05,0.8631711238423201
OTHER,"Associació per a la Recerca Oncologica, Spain",5,5.661103688775163e-05,0.8632277348792078
INDUSTRY,Frontier Biotechnologies Inc.,5,5.661103688775163e-05,0.8632843459160955
OTHER_GOV,Galeno Desenvolvimento de Pesquisas Clínicas,5,5.661103688775163e-05,0.8633409569529832
OTHER,The Immunobiological Technology Institute (Bio-Manguinhos) / Oswaldo Cruz Foundation (Fiocruz),5,5.661103688775163e-05,0.8633975679898709
INDUSTRY,Ascenta Therapeutics,5,5.661103688775163e-05,0.8634541790267586
OTHER,The Hong Kong Polytechnic University,5,5.661103688775163e-05,0.8635107900636463
INDUSTRY,"Humacyte, Inc.",5,5.661103688775163e-05,0.863567401100534
INDUSTRY,Crinetics Pharmaceuticals Inc.,5,5.661103688775163e-05,0.8636240121374217
INDUSTRY,AryoGen Pharmed Co.,5,5.661103688775163e-05,0.8636806231743094
INDUSTRY,"Applied Biology, Inc.",5,5.661103688775163e-05,0.8637372342111971
INDUSTRY,"G&E Herbal Biotechnology Co., LTD",5,5.661103688775163e-05,0.8637938452480848
OTHER,Pusan National University Yangsan Hospital,5,5.661103688775163e-05,0.8638504562849725
INDUSTRY,Throne Biotechnologies Inc.,5,5.661103688775163e-05,0.8639070673218602
INDUSTRY,"Charleston Laboratories, Inc",5,5.661103688775163e-05,0.8639636783587479
NETWORK,Polish Lymphoma Research Group,5,5.661103688775163e-05,0.8640202893956356
OTHER,Austrian Forum Against Cancer,5,5.661103688775163e-05,0.8640769004325233
INDUSTRY,OxThera,5,5.661103688775163e-05,0.864133511469411
INDUSTRY,Celsion,5,5.661103688775163e-05,0.8641901225062987
OTHER,Moorfields Eye Hospital NHS Foundation Trust,5,5.661103688775163e-05,0.8642467335431864
INDUSTRY,NoNO Inc.,5,5.661103688775163e-05,0.8643033445800741
OTHER,Azienda Ospedaliero-Universitaria Careggi,5,5.661103688775163e-05,0.8643599556169618
INDUSTRY,PHARMENTERPRISES LLC,5,5.661103688775163e-05,0.8644165666538495
INDUSTRY,Rebiotix Inc.,5,5.661103688775163e-05,0.8644731776907372
INDUSTRY,Targeted Medical Pharma,5,5.661103688775163e-05,0.8645297887276249
INDUSTRY,Tarix Pharmaceuticals,5,5.661103688775163e-05,0.8645863997645126
INDUSTRY,Ineos Healthcare Limited,5,5.661103688775163e-05,0.8646430108014003
OTHER,"The University of Tennessee, Knoxville",5,5.661103688775163e-05,0.864699621838288
OTHER,Hellenic Society of Hematology,5,5.661103688775163e-05,0.8647562328751757
INDUSTRY,"Cerenis Therapeutics, SA",5,5.661103688775163e-05,0.8648128439120634
INDUSTRY,"AtriCure, Inc.",5,5.661103688775163e-05,0.8648694549489511
OTHER,Danish Headache Center,5,5.661103688775163e-05,0.8649260659858388
OTHER,General Hospital of Shenyang Military Region,5,5.661103688775163e-05,0.8649826770227265
INDUSTRY,"Verastem, Inc.",5,5.661103688775163e-05,0.8650392880596142
INDUSTRY,"Tasly Pharmaceutical Group Co., Ltd",5,5.661103688775163e-05,0.8650958990965019
INDUSTRY,"First Wave Bio, Inc.",5,5.661103688775163e-05,0.8651525101333896
INDUSTRY,Alvotech Swiss AG,5,5.661103688775163e-05,0.8652091211702773
INDUSTRY,Profil Institut für Stoffwechselforschung GmbH,5,5.661103688775163e-05,0.865265732207165
INDUSTRY,Oxurion,5,5.661103688775163e-05,0.8653223432440527
OTHER,Rajaie Cardiovascular Medical and Research Center,5,5.661103688775163e-05,0.8653789542809404
OTHER,"Nanjing First Hospital, Nanjing Medical University",5,5.661103688775163e-05,0.8654355653178281
INDUSTRY,Rafael Pharmaceuticals Inc.,5,5.661103688775163e-05,0.8654921763547158
OTHER,Azienda Ospedaliera Città della Salute e della Scienza di Torino,5,5.661103688775163e-05,0.8655487873916035
OTHER,Derming SRL,5,5.661103688775163e-05,0.8656053984284912
INDUSTRY,Technolas Perfect Vision GmbH,5,5.661103688775163e-05,0.8656620094653789
INDUSTRY,"ImmunoGen, Inc.",5,5.661103688775163e-05,0.8657186205022666
OTHER,Sutter Health,5,5.661103688775163e-05,0.8657752315391543
INDIV,"Snyder, Robert W., M.D., Ph.D., P.C.",5,5.661103688775163e-05,0.865831842576042
OTHER,Aragon Institute of Health Sciences,5,5.661103688775163e-05,0.8658884536129297
INDUSTRY,Tibotec BVBA,5,5.661103688775163e-05,0.8659450646498174
INDUSTRY,"HUYABIO International, LLC.",5,5.661103688775163e-05,0.866001675686705
INDUSTRY,Orasis Pharmaceuticals Ltd.,5,5.661103688775163e-05,0.8660582867235928
OTHER,Elisabethinen Hospital,5,5.661103688775163e-05,0.8661148977604805
OTHER,Afﬁliated Hospital of North Sichuan Medical College,5,5.661103688775163e-05,0.8661715087973682
OTHER,Taipei Medical University Hospital,5,5.661103688775163e-05,0.8662281198342558
INDUSTRY,Prothena Biosciences Ltd.,5,5.661103688775163e-05,0.8662847308711435
OTHER,Pomeranian Medical University Szczecin,5,5.661103688775163e-05,0.8663413419080312
INDUSTRY,"Aragon Pharmaceuticals, Inc.",5,5.661103688775163e-05,0.866397952944919
INDUSTRY,Optimer Pharmaceuticals LLC,5,5.661103688775163e-05,0.8664545639818066
OTHER,El Instituto Nacional de Neurologia y Neurocirugia Manuel Velasco Suarez,5,5.661103688775163e-05,0.8665111750186943
OTHER,University of Pavia,5,5.661103688775163e-05,0.866567786055582
OTHER,Acute Leukemia French Association,5,5.661103688775163e-05,0.8666243970924697
OTHER,"PegBio Co., Ltd.",5,5.661103688775163e-05,0.8666810081293574
INDUSTRY,Gossamer Bio Inc.,5,5.661103688775163e-05,0.8667376191662451
INDUSTRY,Tularik,5,5.661103688775163e-05,0.8667942302031328
INDUSTRY,Archemix Corp.,5,5.661103688775163e-05,0.8668508412400205
INDUSTRY,Oncopeptides AB,5,5.661103688775163e-05,0.8669074522769082
OTHER,Grupo Español de Tratamiento de Tumores de Cabeza y Cuello,5,5.661103688775163e-05,0.8669640633137959
OTHER,Academisch Ziekenhuis Maastricht,5,5.661103688775163e-05,0.8670206743506836
INDUSTRY,"Genocea Biosciences, Inc.",5,5.661103688775163e-05,0.8670772853875713
OTHER,Pennington Biomedical Research Center,5,5.661103688775163e-05,0.867133896424459
OTHER,People's Hospital of Guangxi,5,5.661103688775163e-05,0.8671905074613467
OTHER,Grupo Español Multidisciplinar de Melanoma,5,5.661103688775163e-05,0.8672471184982344
INDUSTRY,Glenmark Specialty S.A.,5,5.661103688775163e-05,0.8673037295351221
INDUSTRY,"Provention Bio, Inc.",5,5.661103688775163e-05,0.8673603405720098
OTHER,Phramongkutklao College of Medicine and Hospital,5,5.661103688775163e-05,0.8674169516088975
INDUSTRY,UNION therapeutics,5,5.661103688775163e-05,0.8674735626457852
INDUSTRY,"USWM, LLC (dba US WorldMeds)",5,5.661103688775163e-05,0.8675301736826729
INDUSTRY,Geropharm,5,5.661103688775163e-05,0.8675867847195606
OTHER,Taipei Medical University WanFang Hospital,5,5.661103688775163e-05,0.8676433957564483
OTHER_GOV,Instituto do Coracao,5,5.661103688775163e-05,0.867700006793336
OTHER,Poznan University of Life Sciences,5,5.661103688775163e-05,0.8677566178302237
INDUSTRY,Arrevus Inc.,5,5.661103688775163e-05,0.8678132288671114
INDUSTRY,Orchard Therapeutics,5,5.661103688775163e-05,0.8678698399039991
OTHER,Anhui Medical University,5,5.661103688775163e-05,0.8679264509408868
OTHER,Nordic Myeloma Study Group,5,5.661103688775163e-05,0.8679830619777745
INDUSTRY,Array BioPharma,5,5.661103688775163e-05,0.8680396730146622
INDUSTRY,Alvogen Korea,5,5.661103688775163e-05,0.8680962840515499
OTHER,Nordsjaellands Hospital,5,5.661103688775163e-05,0.8681528950884376
OTHER,"Guilin Medical University, China",5,5.661103688775163e-05,0.8682095061253253
OTHER,Psychiatric Centre Rigshospitalet,5,5.661103688775163e-05,0.868266117162213
INDUSTRY,Tissue Tech Inc.,5,5.661103688775163e-05,0.8683227281991007
OTHER,Guangzhou University of Traditional Chinese Medicine,5,5.661103688775163e-05,0.8683793392359884
INDUSTRY,"Ortho-McNeil Janssen Scientific Affairs, LLC",5,5.661103688775163e-05,0.8684359502728761
INDUSTRY,"Tiziana Life Sciences, PLC",5,5.661103688775163e-05,0.8684925613097638
INDUSTRY,"OcuNexus Therapeutics, Inc.",5,5.661103688775163e-05,0.8685491723466515
INDUSTRY,Heidelberg Pharma AG,5,5.661103688775163e-05,0.8686057833835392
OTHER_GOV,National Hepatology & Tropical Medicine Research Institute,5,5.661103688775163e-05,0.8686623944204269
OTHER,Nucleo De Pesquisa E Desenvolvimento De Medicamentos Da Universidade Federal Do Ceara,5,5.661103688775163e-05,0.8687190054573146
OTHER,Aljazeera Hospital,5,5.661103688775163e-05,0.8687756164942023
OTHER,Ohio University,5,5.661103688775163e-05,0.86883222753109
INDUSTRY,"QED Therapeutics, Inc.",5,5.661103688775163e-05,0.8688888385679777
OTHER,Groupe Hospitalier Pitie-Salpetriere,5,5.661103688775163e-05,0.8689454496048654
INDUSTRY,Aquestive Therapeutics,5,5.661103688775163e-05,0.8690020606417531
INDUSTRY,Aquinox Pharmaceuticals (Canada) Inc.,5,5.661103688775163e-05,0.8690586716786408
OTHER,Albert Einstein Healthcare Network,5,5.661103688775163e-05,0.8691152827155285
INDUSTRY,Argos Therapeutics,5,5.661103688775163e-05,0.8691718937524162
INDUSTRY,Clover Biopharmaceuticals AUS Pty Ltd,5,5.661103688775163e-05,0.8692285047893039
INDUSTRY,"HanAll BioPharma Co., Ltd.",5,5.661103688775163e-05,0.8692851158261916
OTHER,University of Ottawa,5,5.661103688775163e-05,0.8693417268630793
INDUSTRY,Pure Green,5,5.661103688775163e-05,0.869398337899967
OTHER,Albany Medical College,5,5.661103688775163e-05,0.8694549489368547
INDUSTRY,GemVax & Kael,5,5.661103688775163e-05,0.8695115599737424
INDUSTRY,Celon Pharma SA,5,5.661103688775163e-05,0.8695681710106301
INDUSTRY,Novacea,5,5.661103688775163e-05,0.8696247820475178
INDUSTRY,PIQUR Therapeutics AG,5,5.661103688775163e-05,0.8696813930844055
OTHER,Rocky Mountain Cancer Centers,5,5.661103688775163e-05,0.8697380041212932
INDUSTRY,"Relmada Therapeutics, Inc.",5,5.661103688775163e-05,0.8697946151581809
NETWORK,Kansai Hepatobiliary Oncology Group,5,5.661103688775163e-05,0.8698512261950686
INDUSTRY,NeuroPace,5,5.661103688775163e-05,0.8699078372319563
INDUSTRY,Restorbio Inc.,5,5.661103688775163e-05,0.869964448268844
INDUSTRY,ADC Therapeutics S.A.,5,5.661103688775163e-05,0.8700210593057317
INDUSTRY,Javelin Pharmaceuticals,5,5.661103688775163e-05,0.8700776703426194
OTHER,"St. Paul's Hospital, Canada",5,5.661103688775163e-05,0.8701342813795071
INDUSTRY,Alizyme,5,5.661103688775163e-05,0.8701908924163948
NETWORK,HIV Prevention Trials Network,5,5.661103688775163e-05,0.8702475034532825
INDUSTRY,"Suzhou Connect Biopharmaceuticals, Ltd.",5,5.661103688775163e-05,0.8703041144901702
INDUSTRY,FLUIDDA nv,5,5.661103688775163e-05,0.8703607255270579
INDUSTRY,"Palvella Therapeutics, Inc.",5,5.661103688775163e-05,0.8704173365639456
INDUSTRY,AIM ImmunoTech Inc.,5,5.661103688775163e-05,0.8704739476008333
INDUSTRY,"Janssen Biotech, Inc.",5,5.661103688775163e-05,0.870530558637721
FED,VA Greater Los Angeles Healthcare System,5,5.661103688775163e-05,0.8705871696746087
OTHER,Federal University of Bahia,5,5.661103688775163e-05,0.8706437807114964
INDUSTRY,"Vir Biotechnology, Inc.",5,5.661103688775163e-05,0.8707003917483841
OTHER,Gachon University Gil Oriental Medical Hospital,5,5.661103688775163e-05,0.8707570027852718
INDUSTRY,"Sylentis, S.A.",5,5.661103688775163e-05,0.8708136138221595
INDUSTRY,Alios Biopharma Inc.,5,5.661103688775163e-05,0.8708702248590472
OTHER_GOV,Butantan Institute,5,5.661103688775163e-05,0.8709268358959349
NETWORK,"HepNet Study House, German Liverfoundation",5,5.661103688775163e-05,0.8709834469328226
INDUSTRY,CardioKine Inc.,5,5.661103688775163e-05,0.8710400579697103
INDUSTRY,Cell Genesys,5,5.661103688775163e-05,0.871096669006598
INDUSTRY,Eyenovia Inc.,5,5.661103688775163e-05,0.8711532800434857
INDUSTRY,Janssen-Cilag Ltd.,5,5.661103688775163e-05,0.8712098910803734
OTHER,Baystate Medical Center,5,5.661103688775163e-05,0.8712665021172611
INDUSTRY,Inventiva Pharma,5,5.661103688775163e-05,0.8713231131541488
INDUSTRY,"AFT Pharmaceuticals, Ltd.",5,5.661103688775163e-05,0.8713797241910365
INDUSTRY,Janssen-Cilag Pty Ltd,5,5.661103688775163e-05,0.8714363352279242
INDUSTRY,AM-Pharma,5,5.661103688775163e-05,0.8714929462648119
OTHER,Melanoma and Skin Cancer Trials Limited,5,5.661103688775163e-05,0.8715495573016996
INDUSTRY,New River Pharmaceuticals,5,5.661103688775163e-05,0.8716061683385873
INDUSTRY,Prilenia,5,5.661103688775163e-05,0.871662779375475
OTHER,Medical University of Lodz,5,5.661103688775163e-05,0.8717193904123627
OTHER,Federal University of Espirito Santo,5,5.661103688775163e-05,0.8717760014492504
INDUSTRY,Capricor Inc.,5,5.661103688775163e-05,0.8718326124861381
OTHER,St. Boniface Hospital,5,5.661103688775163e-05,0.8718892235230258
OTHER,The University of Western Australia,5,5.661103688775163e-05,0.8719458345599135
INDUSTRY,Inotek Pharmaceuticals Corporation,5,5.661103688775163e-05,0.8720024455968012
OTHER,Herzog Hospital,5,5.661103688775163e-05,0.8720590566336889
NETWORK,Grupo de Estudos Multicentricos em Onco-Hematologia,5,5.661103688775163e-05,0.8721156676705766
INDUSTRY,"JCR Pharmaceuticals Co., Ltd.",5,5.661103688775163e-05,0.8721722787074643
INDUSTRY,"Innovation Pharmaceuticals, Inc.",5,5.661103688775163e-05,0.872228889744352
INDUSTRY,Alimera Sciences,5,5.661103688775163e-05,0.8722855007812397
OTHER,Hospital Santa Marcelina,5,5.661103688775163e-05,0.8723421118181274
OTHER,Ullevaal University Hospital,5,5.661103688775163e-05,0.8723987228550151
INDUSTRY,PLx Pharma,5,5.661103688775163e-05,0.8724553338919028
OTHER,Medicines Development for Global Health,5,5.661103688775163e-05,0.8725119449287905
INDUSTRY,CanSino Biologics Inc.,5,5.661103688775163e-05,0.8725685559656782
INDUSTRY,Sunesis Pharmaceuticals,5,5.661103688775163e-05,0.8726251670025659
INDUSTRY,"Nippon Kayaku Co., Ltd.",5,5.661103688775163e-05,0.8726817780394536
OTHER,Hospital Sirio-Libanes,5,5.661103688775163e-05,0.8727383890763413
INDUSTRY,Neovacs,5,5.661103688775163e-05,0.872795000113229
OTHER_GOV,Public Health England,5,5.661103688775163e-05,0.8728516111501167
INDUSTRY,Praxis Precision Medicines,5,5.661103688775163e-05,0.8729082221870044
INDUSTRY,"Candel Therapeutics, Inc.",5,5.661103688775163e-05,0.8729648332238921
INDUSTRY,Celgene Corporation,5,5.661103688775163e-05,0.8730214442607798
INDUSTRY,ProQR Therapeutics,5,5.661103688775163e-05,0.8730780552976675
INDUSTRY,"Cassava Sciences, Inc.",5,5.661103688775163e-05,0.8731346663345552
OTHER,Balgrist University Hospital,5,5.661103688775163e-05,0.8731912773714429
INDUSTRY,Canopy Growth Corporation,5,5.661103688775163e-05,0.8732478884083306
OTHER,Hokkaido Gastrointestinal Cancer Study Group,5,5.661103688775163e-05,0.8733044994452183
INDUSTRY,"Cyclacel Pharmaceuticals, Inc.",5,5.661103688775163e-05,0.873361110482106
INDUSTRY,Anterios Inc.,5,5.661103688775163e-05,0.8734177215189937
INDUSTRY,Antengene Corporation,5,5.661103688775163e-05,0.8734743325558814
INDUSTRY,Palobiofarma SL,4,4.528882951020131e-05,0.8735196213853915
INDUSTRY,Ohr Pharmaceutical Inc.,4,4.528882951020131e-05,0.8735649102149017
OTHER,Collegium Medicum w Bydgoszczy,4,4.528882951020131e-05,0.8736101990444118
INDUSTRY,Pharmos,4,4.528882951020131e-05,0.873655487873922
OTHER,"Ente Ospedaliero Cantonale, Bellinzona",4,4.528882951020131e-05,0.8737007767034322
OTHER,Hospital General de Ciudad Real,4,4.528882951020131e-05,0.8737460655329423
OTHER,University Potiguar,4,4.528882951020131e-05,0.8737913543624525
INDUSTRY,Allarity Therapeutics,4,4.528882951020131e-05,0.8738366431919626
INDUSTRY,Rottapharm,4,4.528882951020131e-05,0.8738819320214728
OTHER,University of Central Florida,4,4.528882951020131e-05,0.873927220850983
OTHER,Changi General Hospital,4,4.528882951020131e-05,0.8739725096804931
OTHER,Institut de Cancérologie de la Loire,4,4.528882951020131e-05,0.8740177985100033
OTHER,"Institute for Atherosclerosis Research, Russia",4,4.528882951020131e-05,0.8740630873395134
OTHER,Colorado Blood Cancer Institute,4,4.528882951020131e-05,0.8741083761690236
INDUSTRY,Palladio Biosciences,4,4.528882951020131e-05,0.8741536649985338
INDUSTRY,Ocugen,4,4.528882951020131e-05,0.8741989538280439
INDUSTRY,Orfagen,4,4.528882951020131e-05,0.8742442426575541
INDUSTRY,Sao Thai Duong Joint Stock Company,4,4.528882951020131e-05,0.8742895314870642
INDUSTRY,"BHR Pharma, LLC",4,4.528882951020131e-05,0.8743348203165744
INDUSTRY,Micropharma Limited,4,4.528882951020131e-05,0.8743801091460845
OTHER,University of Siena,4,4.528882951020131e-05,0.8744253979755947
OTHER,Institut de Médecine et d'Epidémiologie Appliquée - Fondation Internationale Léon M'Ba,4,4.528882951020131e-05,0.8744706868051049
INDUSTRY,Avexa,4,4.528882951020131e-05,0.874515975634615
OTHER,Institut d'Investigació Biomèdica de Girona Dr. Josep Trueta,4,4.528882951020131e-05,0.8745612644641252
INDUSTRY,Archivel Farma S.L.,4,4.528882951020131e-05,0.8746065532936353
INDUSTRY,"MiMedx Group, Inc.",4,4.528882951020131e-05,0.8746518421231455
INDUSTRY,Olatec Therapeutics LLC,4,4.528882951020131e-05,0.8746971309526557
INDUSTRY,"On Target Laboratories, LLC",4,4.528882951020131e-05,0.8747424197821658
INDUSTRY,"Retrotope, Inc.",4,4.528882951020131e-05,0.874787708611676
OTHER,Instituto Brasileiro de Controle do Cancer,4,4.528882951020131e-05,0.8748329974411861
INDUSTRY,"BioMed Valley Discoveries, Inc",4,4.528882951020131e-05,0.8748782862706963
INDUSTRY,"OncoImmune, Inc.",4,4.528882951020131e-05,0.8749235751002065
INDUSTRY,Neumedicines Inc.,4,4.528882951020131e-05,0.8749688639297166
INDUSTRY,Pari Pharma GmbH,4,4.528882951020131e-05,0.8750141527592268
INDUSTRY,"BioPharmX, Inc.",4,4.528882951020131e-05,0.8750594415887369
OTHER,Fundación Instituto de Estudios de Ciencias de la Salud de Castilla y León,4,4.528882951020131e-05,0.8751047304182471
INDUSTRY,Alector Inc.,4,4.528882951020131e-05,0.8751500192477573
INDUSTRY,"Photozig, Inc.",4,4.528882951020131e-05,0.8751953080772674
OTHER,Fundación Pública Andaluza para la Investigación de Málaga en Biomedicina y Salud,4,4.528882951020131e-05,0.8752405969067776
OTHER,Hospital Universitario San Ignacio,4,4.528882951020131e-05,0.8752858857362877
OTHER,Fondazione I.R.C.C.S. Istituto Neurologico Carlo Besta,4,4.528882951020131e-05,0.8753311745657979
OTHER,E-DA Hospital,4,4.528882951020131e-05,0.8753764633953081
OTHER,Hospital Universitario La Paz,4,4.528882951020131e-05,0.8754217522248182
INDUSTRY,BioTech Tools S.A.,4,4.528882951020131e-05,0.8754670410543284
OTHER,University of Florence,4,4.528882951020131e-05,0.8755123298838385
OTHER,Instituto Palacios,4,4.528882951020131e-05,0.8755576187133487
INDUSTRY,"Alder Biopharmaceuticals, Inc.",4,4.528882951020131e-05,0.8756029075428589
INDUSTRY,OraPharma,4,4.528882951020131e-05,0.875648196372369
OTHER,Flinders University,4,4.528882951020131e-05,0.8756934852018792
OTHER,Duta Wacana Christian University,4,4.528882951020131e-05,0.8757387740313893
OTHER,West Japan Thoracic Oncology Group,4,4.528882951020131e-05,0.8757840628608995
OTHER,University of Waterloo,4,4.528882951020131e-05,0.8758293516904097
OTHER,Hospital de Cruces,4,4.528882951020131e-05,0.8758746405199198
INDUSTRY,"Phathom Pharmaceuticals, Inc.",4,4.528882951020131e-05,0.87591992934943
OTHER,University Magna Graecia,4,4.528882951020131e-05,0.8759652181789401
INDUSTRY,Azura Ophthalmics,4,4.528882951020131e-05,0.8760105070084503
INDUSTRY,Metabolic Solutions Development Company,4,4.528882951020131e-05,0.8760557958379604
OTHER,University of Palermo,4,4.528882951020131e-05,0.8761010846674706
OTHER,"Clinical Research Centre, Malaysia",4,4.528882951020131e-05,0.8761463734969808
INDUSTRY,"Aerovance, Inc.",4,4.528882951020131e-05,0.8761916623264909
INDUSTRY,Reprogenetics,4,4.528882951020131e-05,0.8762369511560011
OTHER,Hospital Moinhos de Vento,4,4.528882951020131e-05,0.8762822399855112
OTHER,Fundación Huésped,4,4.528882951020131e-05,0.8763275288150214
INDUSTRY,"Altimmune, Inc.",4,4.528882951020131e-05,0.8763728176445316
INDUSTRY,Physician Recommended Nutriceuticals,4,4.528882951020131e-05,0.8764181064740417
OTHER,Hospital Vall d'Hebron,4,4.528882951020131e-05,0.8764633953035519
OTHER,Grupo Cooperativo de Estudio y Tratamiento de las Leucemias Agudas y Mielodisplasias,4,4.528882951020131e-05,0.876508684133062
INDUSTRY,"BioLite, Inc.",4,4.528882951020131e-05,0.8765539729625722
OTHER,Institut d'Investigacions Biomèdiques August Pi i Sunyer,4,4.528882951020131e-05,0.8765992617920824
INDUSTRY,OBEcure Ltd.,4,4.528882951020131e-05,0.8766445506215925
INDUSTRY,Oshadi Drug Administration,4,4.528882951020131e-05,0.8766898394511027
INDUSTRY,"Motus Therapeutics, Inc.",4,4.528882951020131e-05,0.8767351282806128
INDUSTRY,Oxford BioMedica,4,4.528882951020131e-05,0.876780417110123
OTHER,Hebei Tumor Hospital,4,4.528882951020131e-05,0.8768257059396332
INDUSTRY,"Pliant Therapeutics, Inc.",4,4.528882951020131e-05,0.8768709947691433
OTHER,University of York,4,4.528882951020131e-05,0.8769162835986535
OTHER,Fundacion para la Investigacion Biomedica del Hospital Universitario Ramon y Cajal,4,4.528882951020131e-05,0.8769615724281636
OTHER,Czech Lymphoma Study Group,4,4.528882951020131e-05,0.8770068612576738
OTHER,First Affiliated Hospital Bengbu Medical College,4,4.528882951020131e-05,0.877052150087184
INDUSTRY,"Radius Pharmaceuticals, Inc.",4,4.528882951020131e-05,0.8770974389166941
OTHER,University of Trieste,4,4.528882951020131e-05,0.8771427277462043
INDUSTRY,NPO Petrovax,4,4.528882951020131e-05,0.8771880165757144
INDUSTRY,Prima BioMed Ltd,4,4.528882951020131e-05,0.8772333054052246
INDUSTRY,PharmaEssentia,4,4.528882951020131e-05,0.8772785942347348
INDUSTRY,Agile Therapeutics,4,4.528882951020131e-05,0.8773238830642449
